Crop,Area,Production,Yield
Cotton,11.57,3.95,341.4
Cotton,7.75,3.39,437.42
Cotton,9.22,4.86,527.11
Cotton,17.79,4.69,263.63
Cotton,17.66,4.56,258.21
Cotton,9.22,3.88,420.82
Cotton,7.94,4.25,535.26
Cotton,11.76,8.03,682.82
Cotton,18.09,8.66,478.72
Cotton,20.48,11.29,551.27
Cotton,36.73,21.23,578.0
Cotton,44.75,3.62,80.89
Cotton,49.97,5.28,105.66
Cotton,62.19,6.32,101.62
Cotton,58.44,4.79,81.96
Cotton,51.39,23.69,461.11
Cotton,53.73,4.17,77.61
Cotton,26.0,4.8,184.62
Cotton,25.3,3.9,154.15
Cotton,23.1,3.1,134.2
Cotton,24.5,3.4,138.78
Cotton,25.6,4.4,171.88
Cotton,26.9,4.6,171.0
Cotton,16.3,3.5,214.72
Cotton,15.7,2.9,184.71
Cotton,9.0,2.0,222.22
Cotton,6.0,1.0,166.67
Cotton,4.9,1.7,346.94
Cotton,9.4,2.4,255.32
Cotton,7.53,1.62,215.14
Cotton,10.51,2.83,269.27
Cotton,13.79,3.07,222.63
Cotton,16.99,4.47,263.1
Cotton,13.71,2.39,174.33
Cotton,23.02,8.16,354.47
Cotton,25.16,7.56,300.48
Cotton,22.07,5.97,270.5
Cotton,24.34,6.69,274.86
Cotton,15.84,4.48,282.83
Cotton,9.18,2.79,303.92
Cotton,8.89,2.99,336.33
Cotton,7.11,2.49,350.21
Cotton,4.35,1.7,390.8
Cotton,7.33,1.98,270.12
Cotton,4.8,1.37,285.42
Cotton,3.27,1.09,333.33
Cotton,3.45,1.18,342.03
Cotton,4.86,2.12,436.21
Cotton,4.24,1.19,280.66
Cotton,3.3,1.77,536.36
Cotton,7.25,4.12,568.28
Cotton,9.94,0.91,91.55
Cotton,8.97,1.11,123.75
Cotton,13.59,1.14,83.89
Cotton,12.02,1.07,89.02
Cotton,10.11,6.01,594.38
Cotton,14.38,1.44,100.09
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.11,0.04,363.64
Cotton,0.13,0.05,384.62
Cotton,0.02,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.01,0.0,0.0
Cotton,0.08,0.03,375.0
Cotton,0.11,0.03,272.73
Cotton,0.1,0.03,300.0
Cotton,0.04,0.01,250.0
Cotton,0.02,0.01,500.0
Cotton,0.05,0.02,400.0
Cotton,0.15,0.05,333.33
Cotton,0.07,0.03,428.57
Cotton,0.09,0.05,555.56
Cotton,0.21,0.02,95.24
Cotton,0.0,0.0,0.0
Cotton,0.01,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.01,0.0,112.5
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.1,0.0,0.0
Cotton,0.1,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.1,0.0,0.0
Cotton,0.04,0.01,250.0
Cotton,0.03,0.01,333.33
Cotton,0.02,0.01,500.0
Cotton,0.01,0.0,0.0
Cotton,0.06,0.02,333.33
Cotton,0.25,0.09,360.0
Cotton,0.44,0.16,363.64
Cotton,0.28,0.06,214.29
Cotton,0.5,0.12,240.0
Cotton,1.19,0.34,285.71
Cotton,0.38,0.1,263.16
Cotton,0.36,0.03,83.33
Cotton,0.57,0.06,105.26
Cotton,0.76,0.27,355.26
Cotton,1.1,0.33,300.0
Cotton,0.85,0.27,317.65
Cotton,0.31,0.11,354.84
Cotton,0.16,0.06,375.0
Cotton,0.12,0.05,416.67
Cotton,0.16,0.06,375.0
Cotton,0.1,0.04,400.0
Cotton,0.27,0.14,518.52
Cotton,0.34,0.03,88.24
Cotton,0.24,0.02,83.33
Cotton,0.2,0.02,100.0
Cotton,0.12,0.01,83.33
Cotton,0.03,0.02,598.24
Cotton,0.02,0.0,104.21
Cotton,6.9,1.8,260.87
Cotton,6.7,1.4,208.96
Cotton,6.1,1.2,196.72
Cotton,6.5,1.3,200.0
Cotton,6.8,1.7,250.0
Cotton,7.1,1.7,239.44
Cotton,2.8,0.6,214.29
Cotton,3.4,0.8,235.29
Cotton,2.0,0.7,350.0
Cotton,1.0,0.2,200.0
Cotton,1.2,0.4,333.33
Cotton,2.2,0.8,363.64
Cotton,2.0,0.81,405.0
Cotton,3.69,1.12,303.52
Cotton,3.91,1.42,363.17
Cotton,5.16,1.42,275.19
Cotton,4.62,1.26,272.73
Cotton,5.5,1.37,249.09
Cotton,5.17,1.56,301.74
Cotton,4.58,2.08,454.15
Cotton,5.01,1.73,345.31
Cotton,4.35,1.53,351.72
Cotton,2.12,0.34,160.38
Cotton,2.23,0.84,376.68
Cotton,2.19,0.29,132.42
Cotton,1.15,0.6,521.74
Cotton,2.3,0.65,282.61
Cotton,1.16,0.35,301.72
Cotton,0.98,0.32,326.53
Cotton,2.0,0.74,370.0
Cotton,2.45,0.98,400.0
Cotton,1.79,0.42,234.64
Cotton,0.84,0.36,428.57
Cotton,1.92,0.91,473.96
Cotton,2.94,0.16,54.42
Cotton,1.69,0.08,47.34
Cotton,1.87,0.18,96.26
Cotton,1.18,0.1,84.75
Cotton,1.39,0.93,667.57
Cotton,2.9,0.29,99.14
Cotton,0.7,0.2,285.71
Cotton,0.7,0.2,285.71
Cotton,0.6,0.1,166.67
Cotton,0.7,0.1,142.86
Cotton,0.7,0.2,285.71
Cotton,0.7,0.2,285.71
Cotton,0.6,0.1,166.67
Cotton,0.7,0.2,285.71
Cotton,0.3,0.1,333.33
Cotton,0.2,0.0,0.0
Cotton,0.2,0.1,500.0
Cotton,0.2,0.1,500.0
Cotton,0.27,0.09,333.33
Cotton,0.14,0.04,285.71
Cotton,0.09,0.03,333.33
Cotton,0.08,0.02,250.0
Cotton,0.09,0.03,333.33
Cotton,0.18,0.07,388.89
Cotton,0.21,0.07,333.33
Cotton,0.15,0.03,200.0
Cotton,0.24,0.06,250.0
Cotton,0.29,0.08,275.86
Cotton,0.24,0.07,291.67
Cotton,0.72,0.07,97.22
Cotton,0.59,0.07,118.64
Cotton,0.26,0.09,346.15
Cotton,0.44,0.13,295.45
Cotton,0.32,0.1,312.5
Cotton,0.19,0.07,368.42
Cotton,0.17,0.07,411.76
Cotton,0.09,0.03,333.33
Cotton,0.44,0.15,340.91
Cotton,0.14,0.06,428.57
Cotton,0.87,0.45,517.24
Cotton,1.69,0.15,88.76
Cotton,1.0,0.1,100.0
Cotton,1.49,0.14,93.96
Cotton,1.17,0.1,85.47
Cotton,0.78,0.56,712.84
Cotton,0.97,0.13,137.14
Cotton,11.8,1.5,127.12
Cotton,9.1,1.2,131.87
Cotton,7.4,1.0,135.14
Cotton,6.0,0.6,100.0
Cotton,2.8,0.4,142.86
Cotton,3.5,0.5,142.86
Cotton,4.4,0.5,113.64
Cotton,3.6,0.7,194.44
Cotton,2.0,0.2,100.0
Cotton,1.0,0.0,0.0
Cotton,1.6,0.3,187.5
Cotton,3.2,0.9,281.25
Cotton,3.7,0.37,100.0
Cotton,3.53,0.33,93.48
Cotton,2.7,0.47,174.07
Cotton,2.74,0.53,193.43
Cotton,1.26,0.16,126.98
Cotton,2.49,0.31,124.5
Cotton,1.78,0.46,258.43
Cotton,1.63,0.55,337.42
Cotton,1.38,0.33,239.13
Cotton,0.64,0.08,125.0
Cotton,0.37,0.07,189.19
Cotton,0.37,0.22,594.59
Cotton,0.54,0.06,111.11
Cotton,0.33,0.12,363.64
Cotton,0.94,0.28,297.87
Cotton,0.83,0.27,325.3
Cotton,1.7,0.62,364.71
Cotton,4.73,1.88,397.46
Cotton,8.77,3.58,408.21
Cotton,8.06,2.72,337.61
Cotton,4.57,2.41,527.5
Cotton,9.95,7.15,718.61
Cotton,10.82,0.92,85.4
Cotton,9.47,0.9,95.09
Cotton,8.67,0.83,95.46
Cotton,5.83,0.47,80.04
Cotton,4.94,2.24,454.07
Cotton,5.83,0.57,98.43
Cotton,2.0,0.3,150.0
Cotton,2.0,0.3,150.0
Cotton,2.0,0.3,150.0
Cotton,2.0,0.5,250.0
Cotton,2.0,0.3,150.0
Cotton,1.0,0.2,200.0
Cotton,1.0,0.3,300.0
Cotton,1.0,0.3,300.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.2,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,16.0,3.4,212.5
Cotton,14.0,2.0,142.86
Cotton,15.0,2.2,146.67
Cotton,15.0,2.9,193.33
Cotton,15.0,3.1,206.67
Cotton,9.0,1.7,188.89
Cotton,6.0,1.0,166.67
Cotton,6.0,1.4,233.33
Cotton,3.0,0.3,100.0
Cotton,1.0,0.0,0.0
Cotton,4.0,1.5,375.0
Cotton,2.0,0.5,250.0
Cotton,1.7,0.34,200.0
Cotton,1.4,0.29,207.14
Cotton,2.7,1.19,440.74
Cotton,3.0,1.13,376.67
Cotton,2.8,0.86,307.14
Cotton,7.4,1.38,186.49
Cotton,9.8,2.87,292.86
Cotton,6.2,0.4,64.52
Cotton,4.0,0.61,152.5
Cotton,2.2,0.34,154.55
Cotton,1.8,0.51,283.33
Cotton,2.0,0.68,340.0
Cotton,0.9,0.34,377.78
Cotton,1.0,0.34,340.0
Cotton,1.0,0.51,510.0
Cotton,1.0,0.53,530.0
Cotton,2.0,1.53,765.0
Cotton,3.0,1.71,570.0
Cotton,1.0,0.74,740.0
Cotton,1.0,0.68,680.0
Cotton,1.0,0.65,650.0
Cotton,1.0,0.54,540.0
Cotton,0.0,0.0,0.0
Cotton,1.0,0.54,540.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,1.0,0.2,200.0
Cotton,1.0,0.2,200.0
Cotton,1.0,0.2,200.0
Cotton,1.0,0.3,300.0
Cotton,1.0,0.2,200.0
Cotton,1.0,0.2,200.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.1,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,4.0,0.7,175.0
Cotton,4.0,0.7,175.0
Cotton,5.0,0.7,140.0
Cotton,6.0,1.4,233.33
Cotton,6.0,0.7,116.67
Cotton,4.0,0.3,75.0
Cotton,2.0,0.2,100.0
Cotton,2.0,0.5,250.0
Cotton,2.0,0.7,350.0
Cotton,1.0,0.3,300.0
Cotton,2.0,0.9,450.0
Cotton,1.0,0.5,500.0
Cotton,0.9,0.14,155.56
Cotton,0.5,0.1,200.0
Cotton,0.6,0.11,183.33
Cotton,0.2,0.0,0.0
Cotton,0.3,0.0,0.0
Cotton,0.6,0.14,233.33
Cotton,1.6,0.47,293.75
Cotton,0.7,0.1,142.86
Cotton,0.4,0.0,0.0
Cotton,0.2,0.0,0.0
Cotton,0.4,0.17,425.0
Cotton,0.7,0.17,242.86
Cotton,0.4,0.17,425.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,1.0,0.2,200.0
Cotton,2.0,0.3,150.0
Cotton,3.0,0.5,166.67
Cotton,3.0,0.7,233.33
Cotton,4.0,0.7,175.0
Cotton,2.0,0.2,100.0
Cotton,1.0,0.3,300.0
Cotton,1.0,0.3,300.0
Cotton,1.0,0.3,300.0
Cotton,1.0,0.3,300.0
Cotton,1.0,0.3,300.0
Cotton,1.0,0.5,500.0
Cotton,0.7,0.2,285.71
Cotton,0.4,0.13,325.0
Cotton,0.2,0.0,0.0
Cotton,0.1,0.0,0.0
Cotton,0.2,0.0,0.0
Cotton,0.2,0.0,0.0
Cotton,0.1,0.0,0.0
Cotton,0.1,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,1.6,0.3,187.5
Cotton,2.0,0.3,150.0
Cotton,2.0,0.3,150.0
Cotton,2.0,0.5,250.0
Cotton,2.0,0.3,150.0
Cotton,2.0,0.2,100.0
Cotton,1.0,0.3,300.0
Cotton,1.0,0.3,300.0
Cotton,1.0,0.3,300.0
Cotton,1.0,0.3,300.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.2,0.0,0.0
Cotton,0.1,0.0,0.0
Cotton,0.1,0.0,0.0
Cotton,0.1,0.0,0.0
Cotton,0.1,0.0,0.0
Cotton,0.1,0.0,0.0
Cotton,0.1,0.0,0.0
Cotton,0.1,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,23.0,4.9,213.04
Cotton,18.0,4.3,238.89
Cotton,22.0,6.5,295.45
Cotton,25.0,6.5,260.0
Cotton,18.0,2.4,133.33
Cotton,6.0,0.5,83.33
Cotton,3.0,0.5,166.67
Cotton,4.0,1.2,300.0
Cotton,5.0,1.7,340.0
Cotton,9.0,3.4,377.78
Cotton,23.0,7.7,334.78
Cotton,11.0,3.9,354.55
Cotton,5.5,0.94,170.91
Cotton,3.1,0.85,274.19
Cotton,4.0,1.59,397.5
Cotton,0.4,0.7,1750.0
Cotton,1.7,2.22,1305.88
Cotton,6.0,0.98,163.33
Cotton,5.7,1.94,340.35
Cotton,2.5,0.79,316.0
Cotton,1.5,0.32,213.33
Cotton,1.4,0.34,242.86
Cotton,1.1,0.17,154.55
Cotton,1.7,0.51,300.0
Cotton,0.8,0.17,212.5
Cotton,1.0,0.17,170.0
Cotton,0.0,0.0,0.0
Cotton,1.0,0.75,750.0
Cotton,2.0,1.53,765.0
Cotton,3.0,2.0,666.67
Cotton,2.0,1.49,745.0
Cotton,2.0,1.36,680.0
Cotton,1.0,0.65,650.0
Cotton,1.0,0.54,540.0
Cotton,1.0,0.36,360.0
Cotton,1.0,0.54,540.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,224.8,82.1,365.21
Cotton,226.7,83.9,370.09
Cotton,216.9,69.1,318.58
Cotton,227.2,71.9,316.46
Cotton,229.1,74.7,326.06
Cotton,229.6,40.9,178.14
Cotton,181.8,89.4,491.75
Cotton,201.1,96.5,479.86
Cotton,213.5,114.3,535.36
Cotton,229.5,123.6,538.56
Cotton,279.9,149.3,533.4
Cotton,295.5,180.3,610.15
Cotton,348.61,168.71,483.93
Cotton,319.12,184.47,578.05
Cotton,305.91,182.64,597.03
Cotton,267.17,125.56,469.98
Cotton,273.33,143.49,524.96
Cotton,254.04,125.06,492.29
Cotton,325.16,149.84,460.83
Cotton,318.48,62.21,195.32
Cotton,241.77,48.32,199.85
Cotton,199.98,70.49,352.46
Cotton,194.14,93.65,482.4
Cotton,273.27,101.54,371.6
Cotton,200.03,78.91,394.48
Cotton,203.1,117.58,578.92
Cotton,230.68,159.33,690.7
Cotton,251.0,190.35,758.36
Cotton,274.58,206.38,751.62
Cotton,260.36,157.94,606.6
Cotton,226.56,157.23,694.01
Cotton,213.32,131.15,614.8
Cotton,195.92,114.65,585.16
Cotton,211.32,93.38,441.89
Cotton,190.7,100.12,525.01
Cotton,170.04,97.5,573.39
Cotton,155.98,79.95,512.58
Cotton,125.22,30.07,240.12
Cotton,105.16,79.71,757.97
Cotton,112.12,86.45,771.05
Cotton,246.2,77.9,316.41
Cotton,259.3,86.8,334.75
Cotton,257.1,86.5,336.44
Cotton,269.8,94.8,351.37
Cotton,311.9,96.8,310.36
Cotton,305.4,62.0,203.01
Cotton,236.2,107.3,454.28
Cotton,283.9,123.0,433.25
Cotton,284.5,148.2,520.91
Cotton,311.5,158.8,509.79
Cotton,328.1,155.0,472.42
Cotton,333.5,196.8,590.1
Cotton,330.39,159.94,484.11
Cotton,319.48,202.67,634.38
Cotton,330.89,186.93,564.94
Cotton,283.23,124.13,438.25
Cotton,292.67,145.94,498.66
Cotton,314.96,135.11,428.97
Cotton,352.34,154.92,439.68
Cotton,360.42,86.08,238.85
Cotton,289.43,46.98,162.32
Cotton,251.82,84.04,333.75
Cotton,253.76,101.51,400.01
Cotton,299.93,111.13,370.5
Cotton,223.37,98.06,439.01
Cotton,229.9,126.03,548.2
Cotton,257.32,183.56,713.35
Cotton,281.0,204.22,726.77
Cotton,300.42,228.21,759.64
Cotton,307.64,213.9,695.31
Cotton,292.44,209.95,717.91
Cotton,269.68,188.96,700.69
Cotton,263.08,180.27,685.25
Cotton,278.68,167.35,600.51
Cotton,268.3,178.16,664.03
Cotton,252.96,154.86,612.2
Cotton,243.02,146.85,604.26
Cotton,197.78,37.25,188.35
Cotton,168.84,139.89,828.55
Cotton,168.88,137.29,812.94
Cotton,94.0,25.8,274.47
Cotton,94.0,25.8,274.47
Cotton,106.0,29.8,281.13
Cotton,113.0,32.1,284.07
Cotton,116.0,25.3,218.1
Cotton,79.0,12.8,162.03
Cotton,36.0,10.5,291.67
Cotton,54.0,13.6,251.85
Cotton,54.0,20.4,377.78
Cotton,62.0,27.5,443.55
Cotton,111.0,42.2,380.18
Cotton,83.0,33.7,406.02
Cotton,64.9,19.9,306.63
Cotton,49.6,20.48,412.9
Cotton,54.0,26.06,482.59
Cotton,23.8,6.69,281.09
Cotton,32.0,10.73,335.31
Cotton,80.4,26.21,326.0
Cotton,19.0,7.1,373.68
Cotton,34.5,9.26,268.41
Cotton,24.0,4.68,195.0
Cotton,19.6,6.12,312.24
Cotton,21.5,7.14,332.09
Cotton,28.0,7.99,285.36
Cotton,23.7,6.63,279.75
Cotton,16.0,6.63,414.38
Cotton,19.0,11.05,581.58
Cotton,22.0,10.92,496.36
Cotton,27.0,16.9,625.93
Cotton,29.0,23.99,827.24
Cotton,31.0,18.1,583.87
Cotton,24.0,18.19,757.92
Cotton,21.0,12.95,616.67
Cotton,22.0,13.01,591.36
Cotton,20.0,13.68,684.0
Cotton,21.0,15.66,745.71
Cotton,21.0,14.76,702.86
Cotton,15.0,3.24,216.0
Cotton,10.0,7.74,774.0
Cotton,9.0,6.48,720.0
Cotton,17.0,4.3,252.94
Cotton,14.0,2.9,207.14
Cotton,20.0,4.3,215.0
Cotton,19.0,4.4,231.58
Cotton,19.0,2.6,136.84
Cotton,11.0,1.4,127.27
Cotton,3.0,0.5,166.67
Cotton,4.0,1.2,300.0
Cotton,3.0,1.2,400.0
Cotton,4.0,1.2,300.0
Cotton,9.0,3.2,355.56
Cotton,5.0,1.4,280.0
Cotton,3.1,1.08,348.39
Cotton,2.2,0.76,345.45
Cotton,2.0,0.62,310.0
Cotton,0.1,0.0,0.0
Cotton,0.7,0.02,28.57
Cotton,2.4,0.52,216.67
Cotton,2.0,0.3,150.0
Cotton,1.3,0.29,223.08
Cotton,1.2,0.2,166.67
Cotton,0.9,0.17,188.89
Cotton,1.0,0.17,170.0
Cotton,0.9,0.17,188.89
Cotton,0.5,0.17,340.0
Cotton,1.0,0.51,510.0
Cotton,1.0,0.51,510.0
Cotton,1.0,0.53,530.0
Cotton,1.0,0.53,530.0
Cotton,1.0,0.67,670.0
Cotton,1.0,0.74,740.0
Cotton,1.0,0.68,680.0
Cotton,1.0,0.47,470.0
Cotton,1.0,0.54,540.0
Cotton,1.0,0.54,540.0
Cotton,0.0,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,1.0,0.18,180.0
Cotton,1.0,0.72,720.0
Cotton,1.0,0.72,720.0
Cotton,247.6,99.3,401.05
Cotton,266.7,88.4,331.46
Cotton,266.3,101.9,382.65
Cotton,271.1,99.7,367.76
Cotton,328.3,123.0,374.66
Cotton,336.2,83.9,249.55
Cotton,245.9,91.9,373.73
Cotton,292.9,113.4,387.16
Cotton,331.3,139.5,421.07
Cotton,361.2,106.5,294.85
Cotton,363.5,127.0,349.38
Cotton,397.6,180.3,453.47
Cotton,413.96,177.21,428.1
Cotton,436.79,206.14,471.94
Cotton,453.63,213.16,469.9
Cotton,471.43,166.96,354.16
Cotton,469.59,205.01,436.58
Cotton,523.56,202.63,387.03
Cotton,525.87,217.53,413.66
Cotton,531.97,161.39,303.38
Cotton,493.05,126.97,257.52
Cotton,471.15,195.78,415.52
Cotton,483.22,211.89,438.48
Cotton,543.14,101.97,187.74
Cotton,434.84,157.7,362.66
Cotton,435.85,203.3,466.46
Cotton,505.12,301.4,596.7
Cotton,477.85,217.01,454.14
Cotton,445.51,269.81,605.63
Cotton,412.18,280.38,680.23
Cotton,389.96,280.93,720.42
Cotton,434.99,291.46,670.05
Cotton,422.08,258.08,611.46
Cotton,497.92,376.61,756.37
Cotton,474.34,331.33,698.51
Cotton,440.6,277.5,629.82
Cotton,492.87,257.88,523.21
Cotton,443.93,132.11,297.59
Cotton,422.2,289.11,684.77
Cotton,482.57,202.1,418.8
Cotton,2.2,0.2,90.91
Cotton,2.0,0.3,150.0
Cotton,2.0,0.5,250.0
Cotton,1.0,0.3,300.0
Cotton,1.0,0.3,300.0
Cotton,1.0,0.2,200.0
Cotton,1.0,0.2,200.0
Cotton,1.0,0.2,200.0
Cotton,0.0,0.0,0.0
Cotton,1.0,0.2,200.0
Cotton,1.0,0.2,200.0
Cotton,0.0,0.0,0.0
Cotton,0.4,0.0,0.0
Cotton,0.2,0.0,0.0
Cotton,0.4,0.34,850.0
Cotton,0.8,0.17,212.5
Cotton,1.5,0.34,226.67
Cotton,0.9,0.17,188.89
Cotton,0.8,0.34,425.0
Cotton,0.3,0.0,0.0
Cotton,0.0,0.0,0.0
Cotton,0.2,0.0,0.0
Cotton,0.2,0.0,0.0
Cotton,0.2,0.0,0.0
Cotton,0.4,0.0,0.0
Cotton,0.4,0.0,0.0
Cotton,0.41,0.0,0.0
Cotton,0.5,0.0,0.0
Cotton,0.3,0.0,0.0
Cotton,0.2,0.0,0.0
Cotton,0.2,0.0,0.0
Cotton,0.3,0.0,0.0
Cotton,0.4,0.0,0.0
Cotton,0.4,0.0,0.0
Cotton,1.26,0.68,539.68
Cotton,1.0,0.68,680.0
Cotton,5.0,2.55,510.0
Cotton,10.4,3.06,294.23
Cotton,13.3,7.2,541.35
Cotton,23.7,10.08,425.32
Cotton,16.7,4.5,269.46
Cotton,22.0,5.6,254.55
Cotton,21.0,6.5,309.52
Cotton,24.0,7.1,295.83
Cotton,30.0,9.2,306.67
Cotton,33.0,7.0,212.12
Cotton,24.0,6.1,254.17
Cotton,25.0,7.0,280.0
Cotton,26.0,7.7,296.15
Cotton,31.0,6.5,209.68
Cotton,41.0,9.7,236.59
Cotton,40.8,15.4,377.45
Cotton,44.24,11.05,249.72
Cotton,44.81,15.34,342.44
Cotton,52.36,19.21,366.83
Cotton,56.5,15.58,275.69
Cotton,53.63,17.85,332.76
Cotton,68.66,9.33,135.93
Cotton,67.11,19.11,284.84
Cotton,60.64,17.52,288.99
Cotton,46.18,11.42,247.31
Cotton,36.86,14.0,379.83
Cotton,39.04,13.15,336.83
Cotton,47.0,13.12,279.17
Cotton,38.03,8.39,220.62
Cotton,43.51,19.02,437.25
Cotton,50.44,25.47,504.88
Cotton,50.42,22.21,440.41
Cotton,46.36,23.53,507.68
Cotton,44.73,28.26,631.86
Cotton,45.55,26.38,579.08
Cotton,46.63,24.34,521.92
Cotton,48.07,27.36,569.12
Cotton,64.53,44.48,689.33
Cotton,68.61,42.92,625.57
Cotton,74.98,40.71,542.92
Cotton,77.8,37.39,480.59
Cotton,73.91,13.95,188.8
Cotton,60.44,32.08,530.83
Cotton,63.9,31.85,498.51
Cotton,3.4,0.8,235.29
Cotton,4.4,1.0,227.27
Cotton,3.8,1.1,289.47
Cotton,4.9,1.4,285.71
Cotton,6.7,2.0,298.51
